Analitik Düşünme,Duygusal Dayanıklılık,Empati,Hızlı ve Soğukkanlı Karar Alma,Sayısal Zeka,Stres Yönetimi,Takım Çalışması,Teknoloji Adaptasyonu,id,persona
5.0000000000000000,3.0000000000000000,4.0000000000000000,4.5000000000000000,4.0000000000000000,4.5000000000000000,4.5000000000000000,2.0000000000000000,25,Bilgisayar Mühendisi
2.5000000000000000,5.0000000000000000,4.0000000000000000,3.5000000000000000,5.0000000000000000,3.5000000000000000,4.5000000000000000,4.5000000000000000,26,Bilgisayar Mühendisi
3.0000000000000000,2.0000000000000000,4.5000000000000000,4.5000000000000000,1.00000000000000000000,3.5000000000000000,4.5000000000000000,2.5000000000000000,27,Bilgisayar Mühendisi
4.5000000000000000,4.5000000000000000,3.5000000000000000,5.0000000000000000,5.0000000000000000,5.0000000000000000,5.0000000000000000,4.0000000000000000,28,Bilgisayar Mühendisi
3.0000000000000000,4.0000000000000000,3.0000000000000000,3.5000000000000000,4.5000000000000000,4.5000000000000000,4.5000000000000000,2.5000000000000000,29,Bilgisayar Mühendisi
3.0000000000000000,4.0000000000000000,3.0000000000000000,4.5000000000000000,5.0000000000000000,4.0000000000000000,4.5000000000000000,2.5000000000000000,30,Bilgisayar Mühendisi
5.0000000000000000,5.0000000000000000,4.0000000000000000,4.0000000000000000,2.5000000000000000,3.0000000000000000,4.5000000000000000,3.5000000000000000,31,Bilgisayar Mühendisi
5.0000000000000000,2.5000000000000000,3.5000000000000000,3.0000000000000000,5.0000000000000000,3.5000000000000000,5.0000000000000000,2.5000000000000000,32,Bilgisayar Mühendisi
5.0000000000000000,4.0000000000000000,4.0000000000000000,2.0000000000000000,2.5000000000000000,4.5000000000000000,3.0000000000000000,3.0000000000000000,33,Bilgisayar Mühendisi
2.0000000000000000,4.0000000000000000,2.0000000000000000,3.5000000000000000,4.0000000000000000,4.5000000000000000,3.0000000000000000,2.0000000000000000,34,Bilgisayar Mühendisi
4.5000000000000000,4.5000000000000000,3.5000000000000000,4.5000000000000000,4.5000000000000000,2.5000000000000000,4.5000000000000000,5.0000000000000000,35,Bilgisayar Mühendisi
5.0000000000000000,4.0000000000000000,3.0000000000000000,5.0000000000000000,3.0000000000000000,4.5000000000000000,2.5000000000000000,3.0000000000000000,36,Bilgisayar Mühendisi
5.0000000000000000,5.0000000000000000,3.5000000000000000,4.0000000000000000,5.0000000000000000,3.5000000000000000,4.5000000000000000,4.0000000000000000,37,Bilgisayar Mühendisi
4.5000000000000000,4.5000000000000000,3.5000000000000000,2.5000000000000000,4.0000000000000000,3.0000000000000000,3.0000000000000000,4.5000000000000000,38,Bilgisayar Mühendisi
4.5000000000000000,4.5000000000000000,3.5000000000000000,1.5000000000000000,3.0000000000000000,2.5000000000000000,4.0000000000000000,3.5000000000000000,39,Bilgisayar Mühendisi
4.5000000000000000,4.0000000000000000,4.0000000000000000,3.0000000000000000,5.0000000000000000,2.5000000000000000,3.5000000000000000,4.5000000000000000,40,Bilgisayar Mühendisi
4.5000000000000000,5.0000000000000000,4.0000000000000000,3.5000000000000000,2.5000000000000000,4.0000000000000000,3.5000000000000000,4.0000000000000000,41,Bilgisayar Mühendisi
2.5000000000000000,4.5000000000000000,3.5000000000000000,4.0000000000000000,4.5000000000000000,3.0000000000000000,4.5000000000000000,4.5000000000000000,42,Bilgisayar Mühendisi
2.5000000000000000,3.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,3.5000000000000000,3.5000000000000000,3.5000000000000000,43,Bilgisayar Mühendisi
4.0000000000000000,4.5000000000000000,3.5000000000000000,2.5000000000000000,3.5000000000000000,5.0000000000000000,3.5000000000000000,3.5000000000000000,44,Bilgisayar Mühendisi
4.5000000000000000,4.5000000000000000,4.5000000000000000,4.5000000000000000,2.0000000000000000,4.0000000000000000,3.5000000000000000,2.5000000000000000,45,Doktor
4.0000000000000000,4.5000000000000000,3.5000000000000000,5.0000000000000000,5.0000000000000000,4.0000000000000000,1.5000000000000000,3.5000000000000000,46,Doktor
3.0000000000000000,3.5000000000000000,3.5000000000000000,4.0000000000000000,4.5000000000000000,3.0000000000000000,4.5000000000000000,3.5000000000000000,47,Doktor
3.0000000000000000,2.0000000000000000,3.0000000000000000,2.5000000000000000,2.5000000000000000,2.5000000000000000,1.5000000000000000,4.5000000000000000,48,Bilgisayar Mühendisi
4.5000000000000000,2.5000000000000000,4.5000000000000000,3.5000000000000000,4.5000000000000000,3.5000000000000000,4.0000000000000000,4.5000000000000000,49,Bilgisayar Mühendisi
3.0000000000000000,4.5000000000000000,3.5000000000000000,5.0000000000000000,5.0000000000000000,2.5000000000000000,5.0000000000000000,4.0000000000000000,50,Bilgisayar Mühendisi
3.0000000000000000,5.0000000000000000,3.5000000000000000,3.5000000000000000,3.0000000000000000,5.0000000000000000,3.0000000000000000,3.0000000000000000,51,Doktor
4.0000000000000000,3.0000000000000000,4.5000000000000000,2.5000000000000000,1.5000000000000000,3.0000000000000000,1.5000000000000000,4.0000000000000000,52,Doktor
3.5000000000000000,3.5000000000000000,3.5000000000000000,2.5000000000000000,5.0000000000000000,3.0000000000000000,3.0000000000000000,2.5000000000000000,53,Doktor
5.0000000000000000,4.0000000000000000,4.0000000000000000,2.0000000000000000,5.0000000000000000,4.5000000000000000,2.5000000000000000,5.0000000000000000,54,Bilgisayar Mühendisi
4.5000000000000000,2.0000000000000000,3.5000000000000000,5.0000000000000000,3.5000000000000000,3.0000000000000000,3.0000000000000000,2.0000000000000000,55,Bilgisayar Mühendisi
2.5000000000000000,4.5000000000000000,4.0000000000000000,3.5000000000000000,3.5000000000000000,3.5000000000000000,4.5000000000000000,2.0000000000000000,56,Bilgisayar Mühendisi
4.5000000000000000,4.5000000000000000,3.5000000000000000,3.0000000000000000,3.0000000000000000,2.5000000000000000,2.5000000000000000,4.5000000000000000,57,Bilgisayar Mühendisi
5.0000000000000000,4.5000000000000000,4.5000000000000000,5.0000000000000000,5.0000000000000000,2.5000000000000000,5.0000000000000000,4.5000000000000000,58,Bilgisayar Mühendisi
5.0000000000000000,4.5000000000000000,4.0000000000000000,4.0000000000000000,5.0000000000000000,5.0000000000000000,5.0000000000000000,4.0000000000000000,59,Bilgisayar Mühendisi
3.0000000000000000,5.0000000000000000,3.0000000000000000,4.5000000000000000,5.0000000000000000,2.5000000000000000,5.0000000000000000,3.0000000000000000,60,Bilgisayar Mühendisi
2.5000000000000000,4.0000000000000000,2.5000000000000000,4.5000000000000000,3.0000000000000000,3.5000000000000000,3.5000000000000000,4.0000000000000000,61,Bilgisayar Mühendisi
4.5000000000000000,4.5000000000000000,3.5000000000000000,1.5000000000000000,5.0000000000000000,4.0000000000000000,3.5000000000000000,4.0000000000000000,62,Bilgisayar Mühendisi
3.0000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,5.0000000000000000,2.5000000000000000,3.0000000000000000,4.0000000000000000,63,Bilgisayar Mühendisi
2.5000000000000000,4.5000000000000000,3.5000000000000000,3.5000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,4.0000000000000000,64,Doktor
3.0000000000000000,4.5000000000000000,3.5000000000000000,4.5000000000000000,5.0000000000000000,2.5000000000000000,4.5000000000000000,4.0000000000000000,65,Bilgisayar Mühendisi
5.0000000000000000,5.0000000000000000,4.5000000000000000,5.0000000000000000,5.0000000000000000,2.5000000000000000,4.5000000000000000,4.0000000000000000,66,Doktor
5.0000000000000000,4.5000000000000000,4.0000000000000000,4.0000000000000000,5.0000000000000000,2.5000000000000000,5.0000000000000000,4.0000000000000000,67,Doktor
5.0000000000000000,4.5000000000000000,4.5000000000000000,4.0000000000000000,5.0000000000000000,2.5000000000000000,5.0000000000000000,4.0000000000000000,68,Doktor
5.0000000000000000,4.5000000000000000,4.5000000000000000,4.0000000000000000,5.0000000000000000,2.5000000000000000,5.0000000000000000,4.0000000000000000,69,Doktor
5.0000000000000000,4.5000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,2.5000000000000000,5.0000000000000000,4.0000000000000000,70,Doktor
5.0000000000000000,5.0000000000000000,4.5000000000000000,5.0000000000000000,5.0000000000000000,3.5000000000000000,5.0000000000000000,4.0000000000000000,71,Doktor
5.0000000000000000,5.0000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,3.5000000000000000,4.5000000000000000,4.0000000000000000,72,Doktor
5.0000000000000000,4.5000000000000000,4.5000000000000000,4.0000000000000000,5.0000000000000000,2.5000000000000000,5.0000000000000000,4.0000000000000000,73,Doktor
5.0000000000000000,4.5000000000000000,4.5000000000000000,4.0000000000000000,5.0000000000000000,2.5000000000000000,4.5000000000000000,4.0000000000000000,74,Doktor
5.0000000000000000,5.0000000000000000,4.5000000000000000,5.0000000000000000,5.0000000000000000,3.5000000000000000,4.5000000000000000,4.5000000000000000,75,Doktor
5.0000000000000000,5.0000000000000000,3.5000000000000000,3.5000000000000000,5.0000000000000000,5.0000000000000000,4.5000000000000000,3.5000000000000000,76,Doktor
5.0000000000000000,4.5000000000000000,4.5000000000000000,4.0000000000000000,5.0000000000000000,2.5000000000000000,5.0000000000000000,4.0000000000000000,77,Doktor
5.0000000000000000,4.5000000000000000,4.5000000000000000,4.0000000000000000,5.0000000000000000,2.5000000000000000,5.0000000000000000,4.0000000000000000,78,Doktor
5.0000000000000000,5.0000000000000000,4.5000000000000000,4.0000000000000000,5.0000000000000000,2.5000000000000000,4.5000000000000000,4.0000000000000000,79,Doktor
5.0000000000000000,3.5000000000000000,4.5000000000000000,2.0000000000000000,5.0000000000000000,3.5000000000000000,3.0000000000000000,3.5000000000000000,80,Doktor
4.0000000000000000,2.0000000000000000,3.5000000000000000,3.0000000000000000,5.0000000000000000,3.5000000000000000,5.0000000000000000,3.5000000000000000,81,Doktor
4.5000000000000000,4.0000000000000000,3.5000000000000000,3.5000000000000000,5.0000000000000000,3.0000000000000000,1.5000000000000000,3.0000000000000000,82,Doktor
5.0000000000000000,4.5000000000000000,4.0000000000000000,3.5000000000000000,3.0000000000000000,4.0000000000000000,1.00000000000000000000,2.0000000000000000,83,Doktor
5.0000000000000000,4.0000000000000000,3.5000000000000000,3.5000000000000000,3.0000000000000000,3.0000000000000000,1.00000000000000000000,2.0000000000000000,84,Doktor
5.0000000000000000,4.5000000000000000,4.0000000000000000,3.5000000000000000,3.0000000000000000,4.0000000000000000,1.00000000000000000000,2.0000000000000000,85,Doktor
5.0000000000000000,4.5000000000000000,3.0000000000000000,3.5000000000000000,3.0000000000000000,4.0000000000000000,1.00000000000000000000,2.0000000000000000,86,Doktor
5.0000000000000000,4.5000000000000000,3.0000000000000000,3.5000000000000000,3.0000000000000000,4.0000000000000000,1.00000000000000000000,2.0000000000000000,87,Doktor
5.0000000000000000,4.5000000000000000,4.0000000000000000,3.5000000000000000,3.0000000000000000,4.0000000000000000,1.00000000000000000000,2.0000000000000000,88,Doktor
5.0000000000000000,4.5000000000000000,4.0000000000000000,3.5000000000000000,3.0000000000000000,4.0000000000000000,1.00000000000000000000,2.0000000000000000,89,Doktor
5.0000000000000000,4.5000000000000000,4.0000000000000000,3.5000000000000000,3.0000000000000000,4.0000000000000000,1.00000000000000000000,2.0000000000000000,90,Doktor
5.0000000000000000,4.5000000000000000,4.0000000000000000,3.5000000000000000,3.0000000000000000,4.0000000000000000,1.00000000000000000000,2.0000000000000000,91,Doktor
5.0000000000000000,4.5000000000000000,4.0000000000000000,3.5000000000000000,3.0000000000000000,4.0000000000000000,1.00000000000000000000,2.0000000000000000,92,Doktor
5.0000000000000000,4.5000000000000000,4.5000000000000000,5.0000000000000000,5.0000000000000000,2.5000000000000000,4.5000000000000000,4.0000000000000000,93,Doktor
5.0000000000000000,4.5000000000000000,4.5000000000000000,5.0000000000000000,5.0000000000000000,2.5000000000000000,3.0000000000000000,4.5000000000000000,94,Doktor
5.0000000000000000,4.5000000000000000,4.0000000000000000,4.0000000000000000,5.0000000000000000,3.5000000000000000,4.0000000000000000,4.0000000000000000,95,Doktor
3.5000000000000000,2.5000000000000000,3.5000000000000000,3.0000000000000000,5.0000000000000000,3.0000000000000000,3.0000000000000000,2.5000000000000000,96,Doktor
3.0000000000000000,3.0000000000000000,3.0000000000000000,3.0000000000000000,5.0000000000000000,2.5000000000000000,4.0000000000000000,4.0000000000000000,97,Doktor
3.0000000000000000,2.0000000000000000,3.5000000000000000,3.0000000000000000,4.0000000000000000,4.5000000000000000,4.0000000000000000,3.5000000000000000,98,Doktor
3.0000000000000000,4.5000000000000000,3.0000000000000000,3.0000000000000000,4.0000000000000000,3.5000000000000000,4.0000000000000000,1.5000000000000000,99,Doktor
4.0000000000000000,4.0000000000000000,4.0000000000000000,3.5000000000000000,4.5000000000000000,3.0000000000000000,5.0000000000000000,2.0000000000000000,100,Doktor
4.0000000000000000,3.0000000000000000,2.5000000000000000,3.0000000000000000,3.0000000000000000,3.5000000000000000,2.5000000000000000,4.5000000000000000,101,Bilgisayar Mühendisi
3.0000000000000000,4.5000000000000000,4.5000000000000000,4.5000000000000000,5.0000000000000000,4.0000000000000000,4.5000000000000000,4.0000000000000000,102,Doktor
3.0000000000000000,4.5000000000000000,4.5000000000000000,3.5000000000000000,4.0000000000000000,2.0000000000000000,5.0000000000000000,2.5000000000000000,103,Doktor
4.5000000000000000,4.5000000000000000,2.5000000000000000,2.0000000000000000,5.0000000000000000,4.5000000000000000,3.0000000000000000,2.5000000000000000,104,Bilgisayar Mühendisi
5.0000000000000000,3.5000000000000000,5.0000000000000000,3.5000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,4.5000000000000000,105,Doktor
4.0000000000000000,3.0000000000000000,3.5000000000000000,3.5000000000000000,4.5000000000000000,4.0000000000000000,5.0000000000000000,3.0000000000000000,106,Bilgisayar Mühendisi
2.0000000000000000,5.0000000000000000,3.5000000000000000,3.0000000000000000,4.0000000000000000,3.5000000000000000,4.0000000000000000,2.0000000000000000,107,Doktor
5.0000000000000000,3.5000000000000000,4.0000000000000000,3.5000000000000000,5.0000000000000000,3.5000000000000000,3.5000000000000000,3.5000000000000000,108,Bilgisayar Mühendisi
3.0000000000000000,4.5000000000000000,4.5000000000000000,4.5000000000000000,5.0000000000000000,4.0000000000000000,4.5000000000000000,4.0000000000000000,109,Doktor
3.0000000000000000,5.0000000000000000,3.0000000000000000,5.0000000000000000,4.0000000000000000,4.5000000000000000,4.0000000000000000,3.5000000000000000,110,Doktor
3.0000000000000000,4.5000000000000000,4.5000000000000000,3.5000000000000000,5.0000000000000000,2.0000000000000000,5.0000000000000000,2.5000000000000000,111,Doktor
5.0000000000000000,3.5000000000000000,4.0000000000000000,3.5000000000000000,3.5000000000000000,4.5000000000000000,2.5000000000000000,4.0000000000000000,112,Bilgisayar Mühendisi
5.0000000000000000,4.0000000000000000,2.0000000000000000,2.5000000000000000,5.0000000000000000,4.0000000000000000,2.0000000000000000,3.0000000000000000,113,Doktor
3.0000000000000000,4.5000000000000000,4.0000000000000000,4.0000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,2.5000000000000000,114,Doktor
3.0000000000000000,5.0000000000000000,2.5000000000000000,5.0000000000000000,4.0000000000000000,3.5000000000000000,4.0000000000000000,4.0000000000000000,115,Doktor
3.0000000000000000,3.5000000000000000,4.5000000000000000,2.0000000000000000,5.0000000000000000,4.5000000000000000,2.5000000000000000,4.5000000000000000,116,Bilgisayar Mühendisi
4.5000000000000000,4.0000000000000000,4.0000000000000000,3.0000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,4.0000000000000000,117,Doktor
3.0000000000000000,4.5000000000000000,4.0000000000000000,3.0000000000000000,5.0000000000000000,4.0000000000000000,4.5000000000000000,2.5000000000000000,118,Doktor
2.5000000000000000,3.5000000000000000,4.0000000000000000,3.0000000000000000,5.0000000000000000,4.5000000000000000,3.0000000000000000,4.5000000000000000,119,Bilgisayar Mühendisi
5.0000000000000000,4.0000000000000000,2.0000000000000000,3.0000000000000000,4.0000000000000000,4.5000000000000000,2.0000000000000000,3.0000000000000000,120,Doktor
3.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,4.0000000000000000,121,Doktor
3.5000000000000000,3.0000000000000000,2.5000000000000000,4.5000000000000000,3.0000000000000000,3.5000000000000000,2.5000000000000000,4.5000000000000000,122,Bilgisayar Mühendisi
3.0000000000000000,4.0000000000000000,3.5000000000000000,3.5000000000000000,5.0000000000000000,4.0000000000000000,4.5000000000000000,4.0000000000000000,123,Doktor
2.0000000000000000,5.0000000000000000,3.5000000000000000,3.0000000000000000,5.0000000000000000,4.0000000000000000,4.0000000000000000,1.5000000000000000,124,Doktor
4.5000000000000000,3.0000000000000000,2.5000000000000000,4.5000000000000000,3.0000000000000000,4.0000000000000000,3.5000000000000000,4.0000000000000000,125,Bilgisayar Mühendisi
3.0000000000000000,4.0000000000000000,4.0000000000000000,3.5000000000000000,5.0000000000000000,2.0000000000000000,5.0000000000000000,2.5000000000000000,126,Doktor
3.0000000000000000,5.0000000000000000,3.0000000000000000,3.0000000000000000,5.0000000000000000,4.5000000000000000,4.0000000000000000,3.5000000000000000,127,Doktor
3.5000000000000000,3.0000000000000000,2.5000000000000000,3.0000000000000000,2.5000000000000000,3.5000000000000000,2.5000000000000000,4.5000000000000000,128,Bilgisayar Mühendisi
5.0000000000000000,4.0000000000000000,4.5000000000000000,3.0000000000000000,5.0000000000000000,3.0000000000000000,5.0000000000000000,4.0000000000000000,129,Doktor
5.0000000000000000,4.0000000000000000,5.0000000000000000,2.5000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,4.0000000000000000,130,Doktor
4.5000000000000000,4.5000000000000000,4.0000000000000000,3.5000000000000000,4.5000000000000000,4.0000000000000000,2.5000000000000000,2.5000000000000000,131,Bilgisayar Mühendisi
3.0000000000000000,4.5000000000000000,4.5000000000000000,3.5000000000000000,5.0000000000000000,2.0000000000000000,5.0000000000000000,2.5000000000000000,132,Doktor
3.0000000000000000,4.5000000000000000,4.0000000000000000,4.0000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,4.0000000000000000,133,Doktor
2.5000000000000000,3.5000000000000000,4.0000000000000000,3.5000000000000000,5.0000000000000000,4.5000000000000000,3.0000000000000000,3.5000000000000000,134,Bilgisayar Mühendisi
2.0000000000000000,5.0000000000000000,4.0000000000000000,3.0000000000000000,4.0000000000000000,3.5000000000000000,4.5000000000000000,4.0000000000000000,135,Doktor
5.0000000000000000,4.0000000000000000,4.0000000000000000,3.5000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,4.0000000000000000,136,Doktor
3.0000000000000000,3.0000000000000000,4.5000000000000000,4.5000000000000000,1.5000000000000000,4.0000000000000000,3.0000000000000000,4.0000000000000000,137,Doktor
2.0000000000000000,5.0000000000000000,4.5000000000000000,3.0000000000000000,4.0000000000000000,2.0000000000000000,5.0000000000000000,2.5000000000000000,138,Doktor
2.0000000000000000,5.0000000000000000,4.0000000000000000,3.0000000000000000,4.0000000000000000,2.0000000000000000,4.5000000000000000,2.5000000000000000,139,Doktor
5.0000000000000000,3.5000000000000000,4.0000000000000000,3.5000000000000000,5.0000000000000000,4.5000000000000000,3.5000000000000000,3.5000000000000000,140,Bilgisayar Mühendisi
5.0000000000000000,2.5000000000000000,2.5000000000000000,2.5000000000000000,3.5000000000000000,3.0000000000000000,3.0000000000000000,4.0000000000000000,141,Doktor
4.0000000000000000,4.0000000000000000,4.0000000000000000,3.5000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,4.0000000000000000,142,Doktor
4.0000000000000000,3.0000000000000000,2.5000000000000000,4.0000000000000000,2.5000000000000000,4.0000000000000000,2.0000000000000000,5.0000000000000000,143,Bilgisayar Mühendisi
5.0000000000000000,4.0000000000000000,4.5000000000000000,3.0000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,4.0000000000000000,144,Doktor
3.0000000000000000,4.5000000000000000,4.5000000000000000,3.5000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,3.0000000000000000,145,Doktor
4.5000000000000000,3.5000000000000000,4.5000000000000000,3.5000000000000000,3.5000000000000000,4.5000000000000000,3.5000000000000000,4.0000000000000000,146,Bilgisayar Mühendisi
4.0000000000000000,4.0000000000000000,4.5000000000000000,2.0000000000000000,5.0000000000000000,2.0000000000000000,4.0000000000000000,3.5000000000000000,147,Doktor
1.5000000000000000,5.0000000000000000,3.0000000000000000,5.0000000000000000,5.0000000000000000,3.5000000000000000,4.0000000000000000,3.5000000000000000,148,Doktor
3.0000000000000000,4.5000000000000000,5.0000000000000000,3.5000000000000000,5.0000000000000000,4.0000000000000000,3.0000000000000000,4.0000000000000000,149,Bilgisayar Mühendisi
5.0000000000000000,4.0000000000000000,4.5000000000000000,3.5000000000000000,5.0000000000000000,5.0000000000000000,5.0000000000000000,4.0000000000000000,150,Doktor
3.0000000000000000,3.5000000000000000,4.5000000000000000,2.0000000000000000,5.0000000000000000,4.5000000000000000,2.5000000000000000,4.5000000000000000,151,Bilgisayar Mühendisi
5.0000000000000000,4.0000000000000000,4.0000000000000000,3.5000000000000000,5.0000000000000000,5.0000000000000000,3.0000000000000000,4.0000000000000000,152,Doktor
3.0000000000000000,4.5000000000000000,4.0000000000000000,4.0000000000000000,5.0000000000000000,4.0000000000000000,4.5000000000000000,4.0000000000000000,153,Doktor
5.0000000000000000,3.5000000000000000,4.0000000000000000,2.0000000000000000,3.5000000000000000,4.5000000000000000,2.5000000000000000,4.5000000000000000,154,Bilgisayar Mühendisi
5.0000000000000000,4.0000000000000000,2.0000000000000000,2.5000000000000000,5.0000000000000000,4.5000000000000000,2.0000000000000000,3.0000000000000000,155,Doktor
3.0000000000000000,4.5000000000000000,4.5000000000000000,3.5000000000000000,4.0000000000000000,2.0000000000000000,5.0000000000000000,2.5000000000000000,156,Doktor
2.5000000000000000,3.5000000000000000,4.0000000000000000,3.5000000000000000,3.5000000000000000,4.5000000000000000,2.5000000000000000,4.0000000000000000,157,Bilgisayar Mühendisi
3.0000000000000000,4.0000000000000000,4.0000000000000000,3.0000000000000000,4.0000000000000000,3.0000000000000000,5.0000000000000000,3.0000000000000000,158,Doktor
3.0000000000000000,5.0000000000000000,3.5000000000000000,5.0000000000000000,5.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,159,Bilgisayar Mühendisi
4.5000000000000000,3.0000000000000000,2.5000000000000000,4.5000000000000000,3.0000000000000000,4.0000000000000000,3.5000000000000000,4.0000000000000000,160,Bilgisayar Mühendisi
3.0000000000000000,4.0000000000000000,4.0000000000000000,3.5000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,4.0000000000000000,161,Doktor
5.0000000000000000,3.5000000000000000,4.0000000000000000,3.5000000000000000,5.0000000000000000,4.0000000000000000,3.0000000000000000,4.5000000000000000,162,Bilgisayar Mühendisi
3.0000000000000000,4.5000000000000000,4.0000000000000000,4.0000000000000000,2.0000000000000000,3.0000000000000000,5.0000000000000000,3.0000000000000000,163,Doktor
2.0000000000000000,4.0000000000000000,4.0000000000000000,3.0000000000000000,5.0000000000000000,4.0000000000000000,4.0000000000000000,2.5000000000000000,164,Doktor
3.0000000000000000,3.0000000000000000,2.5000000000000000,5.0000000000000000,4.5000000000000000,3.5000000000000000,3.5000000000000000,4.0000000000000000,165,Bilgisayar Mühendisi
3.0000000000000000,4.5000000000000000,2.0000000000000000,4.0000000000000000,5.0000000000000000,4.0000000000000000,5.0000000000000000,3.0000000000000000,166,Doktor
